USER,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8693,Non Forest,Low,Perkebunan,CLEAR_PE,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8694,Primary intact,High,Hutan Sekunder,DEG_SL,High,2001,2000,Degraded - Selective Logging,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8696,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,Diana edited,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,Edited entry,,Sumatera,8704,Primary intact,High,Belukar,DEG_FI,High,1998,1997,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1992,Yes,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,Edited entry,,Sumatera,8705,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8706,Non Forest,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1995,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8715,Non Forest,High,Pertanian Lahan Kering,CLEAR_SH,High,NA,NA,,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8722,Primary intact,High,Hutan Sekunder,DEG_SL,High,1996,1995,Degraded - Selective Logging,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8724,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,No edits needed,,Sumatera,8734,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8736,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8737,Non Forest,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1994,Yes,High,Disagree - minor,,,,,,,,,NA,image 1990-1993 not available
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8739,Non Forest,Low,Perkebunan,CLEAR_FI,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2012,1994,Yes,High,Disagree - minor,,,,for rubber,,,,,NA,image 1990-1993 not available
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8747,Primary degraded,High,Belukar Rawa,CLEAR_AB,High,2002,2001,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2009,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8748,Primary degraded,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1996,1995,Degraded - Selective Logging,Low,2006,2005,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2015,1991,Yes,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8752,Non Forest,High,Perkebunan,CLEAR_PE,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,Edited entry,,Sumatera,8757,Primary degraded,High,Hutan Sekunder,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1996,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8758,Primary intact,High,Hutan Tanaman,CLEAR_TP,High,2000,1999,Degraded - Selective Logging,High,2008,2007,Cleared - Tree plantations,High,2013,2012,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2009,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8765,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1991,Yes,High,Agree,,,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,Edited entry,,Sumatera,8769,Non Forest,High,Pertanian Lahan Kering,CLEAR_OT,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1993,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8775,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1993,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,image 1990-1992 not available
Anna checked,Anna checked,OMISSION,OMISSION,YES,No edits needed,,Sumatera,8776,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8789,Non Forest,Low,Belukar Rawa,CLEAR_AB,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1994,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8790,Primary intact,High,Hutan Sekunder,DEG_ND,High,1991,1990,Degraded - Natural disturbance,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Agree,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8798,Non Forest,Low,Belukar,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1992,No,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,Edited entry,,Sumatera,8803,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2014,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8805,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG_NE,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,none,1990,No,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8811,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,No edits needed,,Sumatera,8814,Primary intact,Low,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2015,1998,No,High,Agree,,Sample complete!,No data SPOT,,,,,,NA,image 1990-1997 not available
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8818,Non Forest,High,Perkebunan,CLEAR_PE,High,NA,NA,,,NA,NA,,,NA,NA,,,,,,,,,,,NA,NA,NA,NA,No,none,1990,Yes,High,Disagree - minor,,,,,,purpose for palm estate,,,NA,
