USER,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,Link start,Link end,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,Logging road boundary,Kalimantan,3683,Primary intact,high,Hutan Sekunder,DEG_SL,High,1999,1996,Degraded - Selective Logging,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - minor,,,,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,"Pixel heavily degraded from 1990 onward, I think it had lost +50% of its tree cover by 2001",Kalimantan,3688,Primary degraded,high,Belukar,CLEAR_AB,High,1999,1998,Degraded - Selective Logging,high,2001,2000,Cleared - Abandoned/transitional,Low,2011,2010,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1995,yes,high,Disagree - minor,,,spot tidak tersedia,,,,NA,NA,NA,"Likely cleared for sawit, but I don't think it has been planted yet (very large palm development in the same general area, but still fairly far from the pixel itself)"
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,Possibly cleared by fire in 1998,Kalimantan,3690,Primary intact,high,Hutan Rawa Sekunder,DEG_FI,High,1999,1998,Cleared - Fire,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Agree,,,,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,"Forest edge pixel, slowly degraded until it was no longer primary forest",Kalimantan,3695,Primary degraded,low,Belukar Rawa,CLEAR_SH,High,1999,1998,Cleared - Abandoned/transitional,Low,2012,2011,Cleared - Small-holder land use,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2012,1990,yes,High,Disagree - major,,"Adjacent to a cleared area, unsure to what extent pixel had been affected in 1990",,,Small-holder clearing near a former mining site,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3698,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2009,1990,no,high,Agree,,,landsat 2016 berawan,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3699,Primary degraded,High,Perkebunan,CLEAR_PE,High,1992,1990,Degraded - Nearby clearing,High,1996,1993,Cleared - Palm estates,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,Yes,High,Disagree - major,,,sawit,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,Already non forest in 1990,Kalimantan,3701,Non Forest,Low,Belukar,NON,Low,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2011,1990,yes,high,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3704,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,no,high,Agree,,,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,Rubber in 1990,Kalimantan,3712,Non Forest,high,Perkebunan,NON,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Agree,,,sawit,,,,NA,NA,NA,"There may have been a fire event that affected the pixel in 1998, but they seem to have immediately replanted"
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,"Heavily degraded by logging in 2000/2001, based on SPOT I don't think the pixel was ever 50% cleared",Kalimantan,3717,Primary intact,high,Hutan Sekunder,DEG_SL,High,2000,1999,Degraded - Selective Logging,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,yes,high,Disagree - minor,,,landsat 2015-2016 berawan,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3718,Primary intact,high,Perkebunan,CLEAR_PE,High,1992,1991,Cleared - Abandoned/transitional,high,2010,2009,Cleared - Palm estates,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1990,yes,high,Disagree - major,,,sawit,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3723,Primary degraded,low,Belukar,CLEAR_RO,Low,1997,1994,Cleared - Roading,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1992,yes,high,Disagree - major,,Sample complete!,landsat 2016 dan spot berawan,Possible logging road? Or possible the pixel was just aggressively logged,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3730,Primary degraded,high,Perkebunan,CLEAR_PE,High,1998,1995,Cleared - Fire,High,2007,2006,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,yes,high,Disagree - minor,,,sawit,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_NON,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3733,Non Forest,low,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,no,High,Disagree - major,,,Rubber,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3735,Primary degraded,low,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,No,high,Disagree - major,,,landsat 2015 dan spot berawan,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,Not sure why this was excluded from KLHK map,Kalimantan,3747,Primary intact,low,Perkebunan,CLEAR_PE,High,1998,1996,Degraded - Fire,high,2006,2005,Cleared - Palm estates,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2014,1994,yes,high,Disagree - minor,,,sawit,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,Not sure why this was excluded from KLHK map,Kalimantan,3762,Primary degraded,high,Hutan Rawa Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,No,High,Disagree - minor,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,"Based on SPOT data and the similaries between the 1990 and 2010+ Landsat images, pretty sure this was not forested in 1990",Kalimantan,3774,Non Forest,high,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2013,1990,no,High,Agree,,,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3775,Primary degraded,high,Belukar,CLEAR_AB,High,1994,1990,Cleared - Abandoned/transitional,high,2007,2006,Cleared - Abandoned/transitional,high,2015,2014,Cleared - Abandoned/transitional,high,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,"Non forest by first cloud free year (1995), but possible it was forested before then",Kalimantan,3776,Non Forest,High,Pertanian Lahan Kering,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1995,No,High,Agree,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3777,Non Forest,High,Lahan Terbuka,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1996,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3778,Primary intact,low,Belukar,CLEAR_SH,High,2003,2002,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,Boundary pixel,Kalimantan,3779,Primary degraded,high,Hutan Sekunder,DEG_NE,High,2012,2010,Degraded - Nearby clearing,High,2014,2013,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2014,1993,No,high,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,"Forested in 1990, but slowly degraded from 1999 onward",Kalimantan,3780,Primary degraded,High,Belukar Rawa,CLEAR_AB,High,2000,1999,Cleared - Abandoned/transitional,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,No,High,Agree,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3784,Non Forest,High,Sawah,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,No,High,Agree,,,,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,"Degraded by fire in 1998, but I don't think it was completely cleared until 2000",Kalimantan,3972,Primary degraded,Low,Belukar,CLEAR_AB,High,1998,1997,Degraded - Fire,High,2000,1999,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1995,yes,high,Disagree - major,,No free of cloud image during 1990-1994,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,"Boundary pixel in 1990, but still 50% forested",Kalimantan,3973,Primary degraded,low,Perkebunan,CLEAR_PE,High,1992,1991,Cleared - Abandoned/transitional,High,2002,2001,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - major,,,Sawit,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,Already non forest in 1990,Kalimantan,3974,Non Forest,low,Pertanian Lahan Kering,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,3979,Non Forest,high,Lahan Terbuka,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,No,high,Agree,,logging road,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,"Boundary pixel, but I believe it was +50% forested in 1994 (first cloud free image)",Kalimantan,3980,Primary degraded,high,Belukar,CLEAR_AB,High,1997,1995,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,yes,high,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,Non-forested wetland,Kalimantan,3983,Non Forest,low,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1990,No,high,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,,Kalimantan,3992,Non Forest,Low,Belukar,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,Yes,high,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_NON,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,"Based on 1990 image, certain this is not primary forest - unsure about the land use, either a plantation or shifting cultivation with long fallows",Kalimantan,3994,Non Forest,low,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2011,1991,No,high,Agree,,,Rubber,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,,Kalimantan,3996,Non Forest,High,Belukar,NON,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,Yes,High,Disagree - major,,,Forest patch in the middle of a palm concession,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,"Changed loss year (2002 instead of 2003); pixel on the edge of a clearing from 1994-2001, maybe why it was omitted from the UMD map",Kalimantan,3998,Primary degraded,low,Perkebunan,CLEAR_PE,High,1994,1991,Degraded - Nearby clearing,Low,2002,2001,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,yes,high,Disagree - major,,,Sawit,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_NON,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,"Based on SPOT image, pretty sure this is a non-forested wetland",Kalimantan,4001,Non Forest,high,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1993,No,high,Disagree - minor,,,,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,"Pixel likely cleared in 1999, not just degraded",Kalimantan,4004,Primary intact,high,Belukar Rawa,CLEAR_FI,High,1999,1995,Cleared - Fire,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1992,yes,high,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,4011,Non Forest,high,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,No,high,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,"Very small forest fragment, but based on SPOT I'm pretty sure it maintains at least 50% natural canopy cover",Kalimantan,4014,Primary degraded,high,Belukar,DEG_NE,High,1997,1990,Degraded - Nearby clearing,High,1999,1998,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2011,1990,yes,high,Disagree - major,,,"Very small forest patch, covers 100% of pixel but not big enough to be considered ""Hutan sekunder"" for KLHK",,,,NA,NA,NA,beda definisi KLHK UMD
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,4020,Primary degraded,high,Perkebunan,CLEAR_PE,High,1992,1990,Cleared - Abandoned/transitional,high,2012,2011,Cleared - Palm estates,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,2015,1990,yes,High,Disagree - minor,,,Sawit,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,Lost more than 50% of natural tree cover sometime between 1992 and 2001 (2001 most likely year of clearing),Kalimantan,4021,Primary intact,high,Belukar,CLEAR_AB,High,1992,1990,Degraded - Selective Logging,high,2001,2000,Cleared - Abandoned/transitional,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - minor,,,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,Small forested island,Kalimantan,4026,Primary intact,high,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,no,high,Agree,,Sample complete!,,small island,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,Changed year of first clearing,Kalimantan,4029,Primary intact,high,Belukar,CLEAR_AB,High,2001,2000,Degraded - Selective Logging,High,2002,2001,Cleared - Abandoned/transitional,High,2008,2007,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1992,yes,high,Disagree - minor,,,,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,4049,Primary degraded,high,Hutan Sekunder,DEG_SL,High,1998,1993,Degraded - Selective Logging,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,Yes,high,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,4053,Primary degraded,High,Hutan Tanaman,CLEAR_TP,High,2011,2010,Cleared - Tree plantations,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2014,1994,yes,high,Disagree - minor,,No clear image between 1990-1993,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,Boundary pixel in 1990,Kalimantan,4055,Primary degraded,low,Belukar,CLEAR_AB,Low,1994,1990,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,yes,low,Disagree - major,,,,scrub on oxbow,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,"Pretty sure this was forested in 1990, but might be located in karst area, so less dense vegetation, also only a small fragment left in 1999",Kalimantan,4056,Primary degraded,high,Perkebunan,CLEAR_PE,High,1995,1994,Degraded - Nearby clearing,High,2000,1999,Cleared - Abandoned/transitional,Low,2009,2008,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1990,yes,high,Disagree - minor,,,Sawit,,,,NA,NA,NA,Unclear whether palm was immediately planted or whether the land went through an abandoned/transitional phase (located near a palm plantation)
Diana checked,Diana checked,COMMISSION,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,"Cleared area surrounding river, located adjacent to very dense, remote forest; unclear whether this land is used for agriculture or just cleared for timber",Kalimantan,4062,Primary degraded,Low,Belukar,CLEAR_SH,Low,1997,1990,Cleared - Small-holder land use,Low,2015,2014,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,no,Low,Agree,,Sample complete!,,valley,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,"Natural karst forest, after revisiting I think it was actually primary in 1990, but seems to have been degraded around 1998/1999 (no signs of fire, but maybe drying?)",Kalimantan,4063,Primary intact,high,Hutan Sekunder,DEG,High,1999,1998,Degraded - Natural disturbance,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,no,high,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,4065,Non Forest,high,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,No,high,Agree,,,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,I think there's a better change this was degraded in 1990 than non forest,Kalimantan,4072,Primary degraded,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1993,1990,Degraded - Nearby clearing,high,1995,1993,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - major,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,"Something happened in 1999, but unsure what the driver was",Kalimantan,4073,Primary intact,High,Hutan Sekunder,DEG,High,1999,1998,Degraded - Selective Logging,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,no,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,Karst forest,Kalimantan,4077,Primary degraded,low,Perkebunan,CLEAR_PE,High,1998,1997,Cleared - Fire,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1990,no,low,Disagree - major,,,Sawit,,,,NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,COMMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,,Kalimantan,4083,Primary degraded,high,Lahan Terbuka,CLEAR_AB,High,2001,2000,Degraded - Selective Logging,Low,2006,2005,Degraded - Selective Logging,Low,2015,2014,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1993,yes,high,Disagree - minor,,,,,,"First visible in 2016 Landsat image, but a 2015 GE image shows the pixel already cleared",NA,NA,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,"Unsure why this was a UMD omission error, also after re-checking, I don't think there's evidence the pixel was degraded",Kalimantan,4097,Primary intact,high,Hutan Primer,PIN,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,yes,low,Disagree - minor,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,4105,Non Forest,high,Pertanian Lahan Kering,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2014,1990,No,high,Disagree - minor,,,,,,,NA,NA,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,No edits needed,,Kalimantan,4110,Non Forest,high,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1993,no,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Kalimantan_sample,.html,Edited entry,,Kalimantan,4114,Primary degraded,low,Pertanian Lahan Kering,CLEAR_PE,High,1994,1991,Degraded - Selective Logging,high,1999,1997,Cleared - Abandoned/transitional,High,2007,2006,Cleared - Abandoned/transitional,High,2010,2009,Cleared - Abandoned/transitional,High,2012,2011,Cleared - Abandoned/transitional,High,2015,2014,Cleared - Palm estates,Low,No,2014,1990,yes,high,Disagree - minor,,,Located near a palm plantation,,,,NA,NA,NA,"More smallholder clearing events in 2010, 2013, and 2015"
